location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
Japan/Wakkanai,45.415,141.678888888889,2.85,1953,1953-05-30,150,8,8,1,171,0.0,-106.2518,-123.1429,-85.7143,20.0,20.0,29.0,27.0,26.0,111.60987201339113,7.415009490384824,-70.94044395511848,-77.25806451612904,-72.25,147.83870967741936,35.666666666666664,-44.58064516129032,-55.74193548387097,-47.32142857142857,77.29032258064517,-19.6,-96.16129032258064,-101.51612903225806,-101.0,0.6200681471614976,-0.7845479544780595,0.7032930107526887,0.06907048860710945,-88.90461789554536,-21.181818181818183,-41.0,5.909090909090909
Japan/Wakkanai,45.415,141.678888888889,2.85,1954,1954-05-27,147,29,29,31,164,0.0,-89.6429,-114.3571,-70.3571,16.0,27.0,25.0,29.0,24.0,111.35483870967742,-5.966666666666667,-27.93548387096774,-66.80645161290323,-42.17857142857143,141.80645161290323,14.766666666666667,-5.064516129032258,-47.54838709677419,-20.035714285714285,86.2258064516129,-30.8,-47.774193548387096,-91.48387096774194,-63.107142857142854,0.6200681471614976,-0.7845479544780595,-0.53755773438133,0.02112415378155582,-19.390892148124163,-56.27272727272727,-86.45454545454545,-25.0
Japan/Wakkanai,45.415,141.678888888889,2.85,1955,1955-05-23,143,28,28,29,154,0.0,-72.5,-94.9286,-48.7857,16.0,21.0,28.0,29.0,23.0,95.29032258064517,31.7,-19.322580645161292,-64.03225806451613,-48.32142857142857,126.51612903225806,57.56666666666667,5.903225806451613,-42.096774193548384,-26.714285714285715,68.25806451612904,9.8,-40.61290322580645,-85.80645161290323,-68.85714285714286,0.6200681471614976,-0.7845479544780595,0.28329809725158545,0.06990249304486346,-58.41649048625794,-35.09090909090909,-55.72727272727273,-10.363636363636363
Japan/Wakkanai,45.415,141.678888888889,2.85,1956,1956-05-14,135,27,27,26,157,0.0,-78.8571,-100.9286,-58.0714,18.0,25.0,21.0,30.0,24.0,106.13436066550476,33.91592464539023,-4.285954276317474,-61.54838709677419,-45.758620689655174,136.0,62.333333333333336,22.774193548387096,-39.25806451612903,-25.93103448275862,81.41935483870968,7.933333333333334,-29.322580645161292,-80.29032258064517,-68.48275862068965,0.6200681471614976,-0.7845479544780595,-0.037773079633545086,-0.03271921876572995,-46.94073291050036,-55.36363636363637,-82.45454545454545,-28.545454545454547
Japan/Wakkanai,45.415,141.678888888889,2.85,1957,1957-05-22,142,55,56,60,162,0.0,-59.2143,-79.7857,-41.7143,16.0,27.0,30.0,25.0,26.0,122.29032258064517,26.033333333333335,-26.129032258064516,-39.58064516129032,-55.357142857142854,160.93548387096774,53.4,-8.419354838709678,-18.06451612903226,-34.357142857142854,88.87096774193549,7.933333333333334,-44.354838709677416,-62.03225806451613,-76.42857142857143,0.6200681471614976,-0.7845479544780595,0.12499999999999903,-0.15213585434172724,-49.124999999999936,-37.45454545454545,-65.27272727272727,-12.363636363636363
Japan/Wakkanai,45.415,141.678888888889,2.85,1958,1958-05-25,145,12,12,52,154,0.0,-60.6429,-89.1429,-38.8571,15.0,17.0,27.0,29.0,19.0,110.58064516129032,51.96666666666667,-11.290322580645162,-48.903225806451616,-48.92857142857143,141.0,85.73333333333333,12.35483870967742,-26.64516129032258,-17.571428571428573,83.58064516129032,27.966666666666665,-32.03225806451613,-74.16129032258064,-75.60714285714286,0.6200681471614976,-0.7845479544780595,-0.043541788427819965,0.019952356194930156,-44.824956165984815,-43.27272727272727,-81.72727272727273,-17.818181818181817
Japan/Wakkanai,45.415,141.678888888889,2.85,1959,1959-05-12,132,19,19,20,149,0.0,-84.9286,-105.6429,-65.3571,19.0,18.0,23.0,29.0,20.0,105.41935483870968,44.0,-5.774193548387097,-72.41935483870968,-27.071428571428573,138.25806451612902,68.03333333333333,19.838709677419356,-51.83870967741935,-1.6428571428571428,76.45161290322581,22.466666666666665,-28.0,-96.7741935483871,-60.42857142857143,0.6200681471614976,-0.7845479544780595,1.0537437035772224,-0.008628115009913033,-76.68005634764789,-0.7272727272727273,-28.181818181818183,28.90909090909091
Japan/Wakkanai,45.415,141.678888888889,2.85,1960,1960-05-24,145,23,29,35,165,0.0,-82.0714,-102.1429,-68.0,21.0,25.0,26.0,27.0,21.0,115.70967741935483,28.533333333333335,-39.774193548387096,-72.74193548387096,-51.13793103448276,148.03225806451613,51.0,-15.32258064516129,-54.645161290322584,-24.413793103448278,88.83870967741936,8.433333333333334,-59.483870967741936,-91.80645161290323,-80.34482758620689,0.6200681471614976,-0.7845479544780595,0.8652844116369953,-0.004034435235703876,-95.40239180778694,-47.72727272727273,-78.72727272727273,-20.545454545454547
Japan/Wakkanai,45.415,141.678888888889,2.85,1961,1961-05-18,138,22,22,23,158,0.0,-97.9286,-119.0714,-78.0,13.0,19.0,31.0,28.0,22.0,96.87096774193549,32.733333333333334,-39.70967741935484,-77.6774193548387,-52.535714285714285,138.61290322580646,59.63333333333333,-17.741935483870968,-54.483870967741936,-29.071428571428573,62.516129032258064,8.633333333333333,-59.87096774193548,-101.12903225806451,-75.96428571428571,0.6200681471614976,-0.7845479544780595,1.0208163265306125,0.013131209930780735,-96.18204081632655,-23.363636363636363,-54.72727272727273,4.636363636363637
Japan/Wakkanai,45.415,141.678888888889,2.85,1962,1962-05-17,137,56,56,57,148,0.0,-76.7143,-100.2857,-46.9286,18.0,17.0,26.0,25.0,22.0,103.09677419354838,39.9,-13.870967741935484,-41.483870967741936,-54.357142857142854,134.70967741935485,67.53333333333333,8.064516129032258,-21.193548387096776,-23.857142857142858,78.16129032258064,15.533333333333333,-35.225806451612904,-62.25806451612903,-79.21428571428571,0.6200681471614976,-0.7845479544780595,0.7249999999999989,-0.34187136393016576,-92.54166666666659,-42.36363636363637,-73.36363636363636,-9.818181818181818
Japan/Wakkanai,45.415,141.678888888889,2.85,1963,1963-05-15,135,48,23,49,157,0.0,-54.6429,-79.1429,-30.8571,23.0,22.0,22.0,28.0,14.0,98.19354838709677,26.3,-15.580645161290322,-36.16129032258065,-37.67857142857143,130.03225806451613,54.666666666666664,11.129032258064516,-18.419354838709676,-16.75,75.48387096774194,-0.4666666666666667,-38.225806451612904,-59.25806451612903,-57.5,0.6200681471614976,-0.7845479544780595,-0.44664031620553285,-0.030378317334837868,-2.0395256916996587,-34.54545454545455,-66.9090909090909,0.9090909090909091
Japan/Wakkanai,45.415,141.678888888889,2.85,1965,1965-05-22,142,37,37,37,167,0.0,-76.4358,-96.0714,-55.5714,16.0,23.0,28.0,28.0,27.0,99.83870967741936,35.333333333333336,-19.580645161290324,-44.620010795912954,-58.61226806969124,130.2258064516129,58.96666666666667,5.935483870967742,-23.483870967741936,-36.75,67.16129032258064,12.333333333333334,-44.74193548387097,-63.12903225806452,-78.92857142857143,0.6200681471614976,-0.7845479544780595,0.55219255942082,-0.01730627980580159,-85.00014210235832,-59.87514436898945,-91.27272727272727,-30.90909090909091
Japan/Wakkanai,45.415,141.678888888889,2.85,1974,1974-05-22,142,46,46,49,162,0.0,-55.7143,-74.4286,-42.4286,13.0,19.0,28.0,19.0,18.0,102.80645161290323,34.96666666666667,-18.258064516129032,-26.193548387096776,-46.07142857142857,128.6451612903226,60.63333333333333,2.032258064516129,-13.387096774193548,-27.25,74.7741935483871,7.7,-41.0,-40.096774193548384,-69.71428571428571,0.6200681471614976,-0.7845479544780595,0.40999999999999925,0.05706057227796325,-55.139999999999944,-24.545454545454547,-57.63636363636363,0.9090909090909091
Japan/Wakkanai,45.415,141.678888888889,2.85,1975,1975-05-22,142,62,61,63,163,0.0,-68.6429,-99.1429,-47.7143,19.0,25.0,28.0,27.0,14.0,100.38709677419355,18.6,-57.32258064516129,-39.61290322580645,-62.07142857142857,129.03225806451613,44.166666666666664,-36.774193548387096,-21.451612903225808,-40.857142857142854,71.80645161290323,-7.4,-76.6774193548387,-61.70967741935484,-84.75,0.6200681471614976,-0.7845479544780595,0.5268292682926818,0.0653294521700648,-81.51219512195122,47.29055105854135,5.16816735074032,89.89138334385792
Japan/Wakkanai,45.415,141.678888888889,2.85,1976,1976-05-23,144,31,31,31,158,0.0,-67.0,-84.5,-51.0714,15.0,18.0,27.0,26.0,19.0,104.03225806451613,38.266666666666666,-37.0,-45.935483870967744,-34.41379310344828,132.74193548387098,67.0,-19.70967741935484,-28.612903225806452,-12.068965517241379,72.45161290322581,8.333333333333334,-57.87096774193548,-63.58064516129032,-59.10344827586207,0.6200681471614976,-0.7845479544780595,1.3545028142589128,0.0262717064706792,-97.77739212007508,-13.818181818181818,-40.45454545454545,9.636363636363637
Japan/Wakkanai,45.415,141.678888888889,2.85,1977,1977-05-26,146,31,31,31,174,0.0,-95.9286,-118.0714,-78.2143,12.0,24.0,28.0,25.0,17.0,101.93548387096774,13.133333333333333,-20.387096774193548,-83.25806451612904,-70.32142857142857,130.03225806451613,36.1,-3.2580645161290325,-64.87096774193549,-46.25,74.58064516129032,-8.533333333333333,-37.41935483870968,-104.25806451612904,-95.10714285714286,0.6200681471614976,-0.7845479544780595,1.6320825515947472,0.08667776382795583,-145.22016885553472,-40.45454545454545,-66.27272727272727,-15.545454545454545
Japan/Wakkanai,45.415,141.678888888889,2.85,1978,1978-05-19,139,56,55,57,155,0.0,-116.8571,-150.0714,-88.1429,9.0,19.0,22.0,28.0,18.0,114.64516129032258,44.233333333333334,-17.483870967741936,-68.09677419354838,-90.39285714285714,147.67741935483872,68.8,6.935483870967742,-44.54838709677419,-66.0,74.19354838709677,18.133333333333333,-40.87096774193548,-91.80645161290323,-118.78571428571429,0.6200681471614976,-0.7845479544780595,3.6642857142857124,-0.10843568196510246,-285.11666666666656,-47.0,-91.0909090909091,-17.363636363636363
Japan/Wakkanai,45.415,141.678888888889,2.85,1979,1979-05-26,146,23,24,23,175,0.0,-89.4286,-107.3571,-74.2857,11.0,13.0,21.0,26.0,23.0,95.48387096774194,33.766666666666666,-20.838709677419356,-69.19354838709677,-44.785714285714285,123.90322580645162,54.2,4.225806451612903,-47.29032258064516,-19.321428571428573,68.35483870967742,7.6,-44.83870967741935,-90.0,-72.17857142857143,0.6200681471614976,-0.7845479544780595,1.253962223187148,-0.018788583888689817,-107.49674337820234,-29.0,-59.90909090909091,-6.454545454545454
Japan/Wakkanai,45.415,141.678888888889,2.85,1980,1980-05-27,148,55,53,56,170,0.0,-89.0,-116.2143,-64.8571,15.0,19.0,21.0,29.0,26.0,111.48387096774194,28.966666666666665,-0.8709677419354839,-53.0,-69.96551724137932,140.80645161290323,57.266666666666666,20.129032258064516,-31.548387096774192,-47.51724137931034,78.45161290322581,-1.7333333333333334,-24.64516129032258,-77.19354838709677,-94.86206896551724,0.6200681471614976,-0.7845479544780595,2.322058823529413,-0.349264705882368,-174.31617647058835,-21.272727272727273,-55.09090909090909,3.272727272727273
Japan/Wakkanai,45.415,141.678888888889,2.85,1981,1981-05-15,135,30,30,68,156,0.0,-72.0714,-94.5,-55.5714,14.0,15.0,26.0,22.0,17.0,99.83870967741936,43.833333333333336,-5.419354838709677,-53.87096774193548,-62.17857142857143,127.29032258064517,69.63333333333334,10.774193548387096,-38.25806451612903,-41.785714285714285,71.6774193548387,18.1,-22.774193548387096,-70.7741935483871,-85.46428571428571,0.6200681471614976,-0.7845479544780595,-0.30365853658536646,-0.010485685613308954,-46.01219512195117,-58.0,-87.0909090909091,-31.272727272727273
Japan/Wakkanai,45.415,141.678888888889,2.85,1982,1982-05-18,138,39,40,40,168,0.0,-89.7143,-114.0,-69.4286,16.0,25.0,21.0,28.0,23.0,103.93548387096774,7.1,-5.612903225806452,-56.903225806451616,-52.142857142857146,132.83870967741936,30.9,16.548387096774192,-31.225806451612904,-32.57142857142857,77.87096774193549,-14.4,-27.387096774193548,-76.19354838709677,-80.75,0.6200681471614976,-0.7845479544780595,1.3676686217008787,-0.08395506296360192,-105.60043988269793,-18.636363636363637,-43.36363636363637,3.727272727272727
Japan/Wakkanai,45.415,141.678888888889,2.85,1983,1983-05-12,132,52,53,55,145,0.0,-89.7143,-116.2143,-73.2857,13.0,20.0,23.0,25.0,26.0,114.61290322580645,41.93333333333333,-11.290322580645162,-42.61290322580645,-75.92857142857143,144.03225806451613,69.33333333333333,11.32258064516129,-21.516129032258064,-56.75,77.58064516129032,14.233333333333333,-30.838709677419356,-66.64516129032258,-102.14285714285714,0.6200681471614976,-0.7845479544780595,3.624561403508771,0.418398938522764,-272.62456140350884,-39.72727272727273,-69.72727272727273,-15.0
Japan/Wakkanai,45.415,141.678888888889,2.85,1984,1984-05-26,147,39,58,41,166,0.0,-69.7857,-91.8571,-50.7143,23.0,17.0,26.0,23.0,18.0,87.90322580645162,47.53333333333333,-21.580645161290324,-48.25806451612903,-66.03448275862068,113.2258064516129,71.03333333333333,-1.967741935483871,-32.25806451612903,-48.827586206896555,59.516129032258064,21.033333333333335,-41.03225806451613,-66.54838709677419,-85.34482758620689,0.6200681471614976,-0.7845479544780595,0.39681085043988357,0.11565788338796026,-76.71994134897366,-42.0,-60.45454545454545,-27.181818181818183
Japan/Wakkanai,45.415,141.678888888889,2.85,1985,1985-05-17,137,35,35,35,163,0.0,-106.5,-139.0714,-81.7143,18.0,21.0,22.0,18.0,17.0,91.41935483870968,23.333333333333332,-36.58064516129032,-86.61290322580645,-48.607142857142854,116.54838709677419,53.833333333333336,-15.419354838709678,-68.19354838709677,-28.785714285714285,64.70967741935483,-6.6,-57.483870967741936,-109.80645161290323,-73.0,0.6200681471614976,-0.7845479544780595,0.6791505791505795,-0.11535097680608483,-78.62762762762766,-42.27272727272727,-69.45454545454545,-23.09090909090909
Japan/Wakkanai,45.415,141.678888888889,2.85,1986,1986-05-18,138,34,34,35,160,0.0,-110.7143,-133.9286,-91.0,20.0,20.0,28.0,24.0,24.0,102.54838709677419,26.433333333333334,-42.806451612903224,-71.6774193548387,-65.03571428571429,124.51612903225806,49.1,-21.870967741935484,-48.935483870967744,-42.75,77.29032258064517,4.066666666666666,-62.064516129032256,-96.87096774193549,-91.53571428571429,0.6200681471614976,-0.7845479544780595,1.376481744902796,-0.03528050896471928,-129.11759127548595,-47.90909090909091,-84.45454545454545,-17.727272727272727
Japan/Wakkanai,45.415,141.678888888889,2.85,1987,1987-05-19,139,14,15,15,167,0.0,-75.7143,-99.1429,-55.1429,15.0,22.0,17.0,24.0,21.0,90.87096774193549,20.766666666666666,-20.967741935483872,-64.54838709677419,-55.25,118.35483870967742,42.63333333333333,1.8064516129032258,-42.96774193548387,-32.5,58.096774193548384,-4.9,-41.645161290322584,-89.48387096774194,-81.75,0.6200681471614976,-0.7845479544780595,0.6443479388125487,0.025350122823130344,-77.30822746521476,-26.545454545454547,-42.27272727272727,-8.909090909090908
Japan/Wakkanai,45.415,141.678888888889,2.85,1988,1988-05-20,141,52,52,53,162,0.0,-72.5,-95.3571,-55.7143,15.0,24.0,26.0,23.0,25.0,111.03225806451613,19.0,-30.580645161290324,-48.903225806451616,-63.44827586206897,136.09677419354838,46.5,-5.258064516129032,-27.29032258064516,-44.58620689655172,84.09677419354838,-4.3,-56.193548387096776,-71.09677419354838,-84.27586206896552,0.6200681471614976,-0.7845479544780595,0.5456140350877203,0.617057349255463,-88.54561403508778,-54.63636363636363,-81.0,-31.636363636363637
Japan/Wakkanai,45.415,141.678888888889,2.85,1989,1989-05-19,139,0,0,35,167,0.0,-42.2143,-63.5,-20.6429,18.0,20.0,26.0,15.0,8.0,102.96774193548387,19.5,-14.64516129032258,-26.967741935483872,-23.285714285714285,128.67741935483872,45.8,9.451612903225806,-4.483870967741935,-3.2857142857142856,77.74193548387096,-4.566666666666666,-39.096774193548384,-50.74193548387097,-48.035714285714285,0.6200681471614976,-0.7845479544780595,0.20387992370069577,0.020679680377879747,-28.59507625444346,-5.454545454545454,-24.454545454545453,13.909090909090908
Japan/Wakkanai,45.415,141.678888888889,2.85,1990,1990-05-09,129,32,31,32,145,0.0,-83.5714,-112.3303,-57.1897,19.0,15.0,19.0,27.0,17.0,108.38709677419355,47.6,-13.483870967741936,-57.61290322580645,-23.678571428571427,138.0,70.76666666666667,7.935483870967742,-31.472472825090673,4.161497312107502,77.61290322580645,26.9,-37.29032258064516,-86.64523167269141,-57.60955942415655,0.6200681471614976,-0.7845479544780595,1.3390688259109307,0.008044457017499541,-83.52327935222672,6.2727272727272725,-29.8771436749048,31.523198424543864
Japan/Wakkanai,45.415,141.678888888889,2.85,1991,1991-05-18,138,56,61,60,144,0.0,-47.3571,-84.7824,-21.1446,4.0,9.0,24.0,23.0,13.0,132.93548387096774,60.56666666666667,10.451612903225806,-15.96774193548387,-36.17857142857143,160.30905511352984,95.11592968088283,37.43959440744995,4.699485614299582,-12.825675626716828,92.62127379819181,18.379895212105104,-21.63948977844426,-45.59539671302326,-71.25152198238276,0.6200681471614976,-0.7845479544780595,0.16428571428571426,-0.46234647705237875,-34.01666666666666,-22.90909090909091,-55.29504421259369,-1.175355081563282
Japan/Wakkanai,45.415,141.678888888889,2.85,1992,1992-05-19,140,36,36,36,158,0.0,-54.8571,-86.1232,-28.9801,11.0,16.0,21.0,19.0,23.0,118.03225806451613,34.4,-24.129032258064516,-35.645161290322584,-35.89655172413793,148.03513840166642,70.82536506631962,8.506461889975075,-6.015940543737661,-6.726448541277583,77.95462616402668,-5.688783406213001,-58.48298836048663,-68.00268221631269,-72.24689456067215,0.6200681471614976,-0.7845479544780595,0.7002801120448181,-0.0030970619205907225,-69.40056022408963,-27.09090909090909,-59.262116747920736,-3.6551539416495094
Japan/Wakkanai,45.415,141.678888888889,2.85,1993,1993-05-18,138,16,56,16,161,0.0,-43.9286,-73.8188,-21.4334,7.0,18.0,22.0,22.0,19.0,110.12903225806451,30.433333333333334,-12.129032258064516,-27.322580645161292,-32.642857142857146,141.47520412442046,71.6597876408991,15.634339353461918,-4.2988902250807275,-4.973984395674272,67.67090277492333,-11.729777890104417,-39.77352119205836,-57.39556308899779,-64.50227464468577,0.6200681471614976,-0.7845479544780595,0.3346320346320346,0.044206428019734914,-36.280086580086575,-2.3636363636363638,-42.71935528927616,26.922894522693117
Japan/Wakkanai,45.415,141.678888888889,2.85,1994,1994-05-19,139,31,31,31,157,0.0,-71.0,-102.9262,-43.528,13.0,19.0,20.0,27.0,17.0,110.96774193548387,36.7,-17.0,-61.58064516129032,-26.357142857142858,149.77190670112583,71.2592017434236,18.458126470141533,-32.21373539167766,-3.5030904701225465,70.10222766893109,1.2288506710634541,-53.25407546275863,-93.6820167134216,-55.760827932214646,0.6200681471614976,-0.7845479544780595,1.0863977485928709,-0.08238760597553871,-80.93808630393998,-21.0,-52.06365085190432,4.801762566528011
Japan/Wakkanai,45.415,141.678888888889,2.85,1995,1995-05-11,131,23,24,23,155,0.0,-57.6429,-89.861,-34.5687,10.0,18.0,24.0,25.0,10.0,117.12903225806451,42.233333333333334,-30.741935483870968,-39.54838709677419,-40.214285714285715,150.97524115817637,77.17433855585436,-2.6155082672719456,-11.631246225595877,-18.119923566081297,77.08135966036052,0.8335868516859937,-64.37388579530669,-73.97423904470388,-71.48747437807747,0.6200681471614976,-0.7845479544780595,0.20554711246200624,0.035157120202382486,-45.82877406281661,-31.727272727272727,-63.46221001522395,-12.545454545454545
